# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.2-dev32b

123grunt.agree, long, 0000000000000000
123grunt.coin, long, 0000000000000001
123grunt.firstjoin, long, 0000000000000001
123grunt.totalc, long, 0000000000000000
123grunt.totalm, long, 0000000000000000
18854835985.agree, long, 0000000000000000
18854835985.coin, long, 0000000000000001
18854835985.firstjoin, long, 0000000000000001
18854835985.totalc, long, 0000000000000000
18854835985.totalm, long, 0000000000000000
2132.agree, long, 0000000000000000
2132.coin, long, 0000000000000001
2132.firstjoin, long, 0000000000000001
2132.totalc, long, 0000000000000000
2132.totalm, long, 0000000000000000
222111.agree, long, 0000000000000000
222111.coin, long, 0000000000000001
222111.firstjoin, long, 0000000000000001
222111.totalc, long, 0000000000000000
222111.totalm, long, 0000000000000000
adselp, string, 800D4275675F4E695368694D695961
aipaiwuqiong.agree, long, 0000000000000000
aipaiwuqiong.coin, long, 0000000000000001
aipaiwuqiong.firstjoin, long, 0000000000000001
aipaiwuqiong.totalc, long, 0000000000000000
aipaiwuqiong.totalm, long, 0000000000000000
ala.agree, long, 0000000000000000
ala.coin, long, 0000000000000001
ala.firstjoin, long, 0000000000000001
ala.totalc, long, 0000000000000000
ala.totalm, long, 0000000000000000
aus1b.agree, long, 0000000000000000
aus1b.agreeb, long, 0000000000000000
aus1b.agrees, long, 0000000000000000
aus1b.coin, long, 0000000000000004
aus1b.firstjoin, long, 0000000000000001
aus1b.totalc, long, 0000000000000000
aus1b.totalm, long, 0000000000000000
baby_chen.agree, long, 0000000000000000
baby_chen.agrees, long, 0000000000000000
baby_chen.coin, long, 0000000000000000
baby_chen.firstjoin, long, 0000000000000001
baby_chen.totalc, long, 0000000000000000
baby_chen.totalm, long, 0000000000000000
bai_ying.agree, long, 0000000000000000
bai_ying.coin, long, 0000000000000001
bai_ying.firstjoin, long, 0000000000000001
bai_ying.totalc, long, 0000000000000000
bai_ying.totalm, long, 0000000000000000
bee_black.agree, long, 0000000000000000
bee_black.coin, long, 0000000000000001
bee_black.firstjoin, long, 0000000000000001
bee_black.totalc, long, 0000000000000000
bee_black.totalm, long, 0000000000000000
bei_dao.agree, long, 0000000000000000
bei_dao.coin, long, 0000000000000001
bei_dao.firstjoin, long, 0000000000000001
bei_dao.totalc, long, 0000000000000000
bei_dao.totalm, long, 0000000000000000
bingmao.agree, long, 0000000000000000
bingmao.coin, long, 0000000000000001
bingmao.firstjoin, long, 0000000000000001
bingmao.totalc, long, 0000000000000000
bingmao.totalm, long, 0000000000000000
boolkeep.agree, long, 0000000000000000
boolkeep.coin, long, 0000000000000001
boolkeep.firstjoin, long, 0000000000000001
boolkeep.totalc, long, 0000000000000000
boolkeep.totalm, long, 0000000000000000
boteshowtime.agree, long, 0000000000000000
boteshowtime.coin, long, 0000000000000001
boteshowtime.firstjoin, long, 0000000000000001
boteshowtime.totalc, long, 0000000000000000
boteshowtime.totalm, long, 0000000000000000
bug_nishimiya.agree, long, 0000000000000000
bug_nishimiya.agreeb, long, 0000000000000000
bug_nishimiya.agrees, long, 0000000000000000
bug_nishimiya.coin, long, 0000000000000000
bug_nishimiya.firstjoin, long, 0000000000000001
bug_nishimiya.totalc, long, 0000000000000000
bug_nishimiya.totalm, long, 0000000000000000
coin.buyed, long, 000000000000000F
coinsys.aus1b.agree, long, 0000000000000000
coinsys.aus1b.coin, long, 0000000000000001
coinsys.aus1b.firstjoin, long, 0000000000000001
coinsys.aus1b.totalc, long, 0000000000000000
coinsys.aus1b.totalm, long, 0000000000000000
coinsys.boteshowtime.agree, long, 0000000000000000
coinsys.boteshowtime.coin, long, 0000000000000001
coinsys.boteshowtime.firstjoin, long, 0000000000000001
coinsys.boteshowtime.totalc, long, 0000000000000000
coinsys.boteshowtime.totalm, long, 0000000000000000
coinsys.bug_nishimiya.agree, long, 0000000000000000
coinsys.bug_nishimiya.agreeb, long, 0000000000000000
coinsys.bug_nishimiya.coin, long, 000000000000002F
coinsys.bug_nishimiya.firstjoin, long, 0000000000000001
coinsys.bug_nishimiya.totalc, long, 0000000000000014
coinsys.bug_nishimiya.totalm, long, 0000000000000000
coinsys.gerry.agree, long, 0000000000000000
coinsys.gerry.coin, long, 0000000000000001
coinsys.gerry.firstjoin, long, 0000000000000001
coinsys.gerry.totalc, long, 0000000000000000
coinsys.gerry.totalm, long, 0000000000000000
coinsys.meng_dong.agree, long, 0000000000000000
coinsys.meng_dong.coin, long, 0000000000000001
coinsys.meng_dong.firstjoin, long, 0000000000000001
coinsys.meng_dong.totalc, long, 0000000000000000
coinsys.meng_dong.totalm, long, 0000000000000000
coinsys.xiong.agree, long, 0000000000000000
coinsys.xiong.coin, long, 0000000000000001
coinsys.xiong.firstjoin, long, 0000000000000001
coinsys.xiong.totalc, long, 0000000000000000
coinsys.xiong.totalm, long, 0000000000000000
coolie_fear.agree, long, 0000000000000000
coolie_fear.coin, long, 0000000000000001
coolie_fear.firstjoin, long, 0000000000000001
coolie_fear.totalc, long, 0000000000000000
coolie_fear.totalm, long, 0000000000000000
coraline.agree, long, 0000000000000000
coraline.coin, long, 0000000000000001
coraline.firstjoin, long, 0000000000000001
coraline.totalc, long, 0000000000000000
coraline.totalm, long, 0000000000000000
cubi.agree, long, 0000000000000000
cubi.coin, long, 0000000000000001
cubi.firstjoin, long, 0000000000000001
cubi.totalc, long, 0000000000000000
cubi.totalm, long, 0000000000000000
cuihua.agree, long, 0000000000000000
cuihua.coin, long, 0000000000000001
cuihua.firstjoin, long, 0000000000000001
cuihua.totalc, long, 0000000000000000
cuihua.totalm, long, 0000000000000000
danmao.agree, long, 0000000000000000
danmao.coin, long, 0000000000000001
danmao.firstjoin, long, 0000000000000001
danmao.totalc, long, 0000000000000000
danmao.totalm, long, 0000000000000000
dsaremabra.agree, long, 0000000000000000
dsaremabra.coin, long, 0000000000000001
dsaremabra.firstjoin, long, 0000000000000001
dsaremabra.totalc, long, 0000000000000000
dsaremabra.totalm, long, 0000000000000000
dydy.agree, long, 0000000000000000
dydy.coin, long, 0000000000000001
dydy.firstjoin, long, 0000000000000001
dydy.totalc, long, 0000000000000000
dydy.totalm, long, 0000000000000000
edqy.agree, long, 0000000000000000
edqy.coin, long, 0000000000000001
edqy.firstjoin, long, 0000000000000001
edqy.totalc, long, 0000000000000000
edqy.totalm, long, 0000000000000000
evening_breeze.agree, long, 0000000000000000
evening_breeze.coin, long, 0000000000000001
evening_breeze.firstjoin, long, 0000000000000001
evening_breeze.totalc, long, 0000000000000000
evening_breeze.totalm, long, 0000000000000000
fbfbfb.agree, long, 0000000000000000
fbfbfb.coin, long, 0000000000000001
fbfbfb.firstjoin, long, 0000000000000001
fbfbfb.totalc, long, 0000000000000000
fbfbfb.totalm, long, 0000000000000000
fishing.stat, long, 0000000000000000
gerry.agree, long, 0000000000000001
gerry.coin, long, 0000000000000001
gerry.firstjoin, long, 0000000000000001
gerry.totalc, long, 0000000000000001
gerry.totalm, double, 40B6BD0000000000
green_white.agree, long, 0000000000000000
green_white.coin, long, 0000000000000001
green_white.firstjoin, long, 0000000000000001
green_white.totalc, long, 0000000000000000
green_white.totalm, long, 0000000000000000
grunt.agree, long, 0000000000000000
grunt.coin, long, 0000000000000001
grunt.firstjoin, long, 0000000000000001
grunt.totalc, long, 0000000000000000
grunt.totalm, long, 0000000000000000
him.agree, long, 0000000000000000
him.coin, long, 0000000000000001
him.firstjoin, long, 0000000000000001
him.totalc, long, 0000000000000000
him.totalm, long, 0000000000000000
holdaaa.agree, long, 0000000000000000
holdaaa.coin, long, 0000000000000001
holdaaa.firstjoin, long, 0000000000000001
holdaaa.totalc, long, 0000000000000000
holdaaa.totalm, long, 0000000000000000
hongjinfeng.agree, long, 0000000000000000
hongjinfeng.coin, long, 0000000000000001
hongjinfeng.firstjoin, long, 0000000000000001
hongjinfeng.totalc, long, 0000000000000000
hongjinfeng.totalm, long, 0000000000000000
hun_er.agree, long, 0000000000000000
hun_er.coin, long, 0000000000000001
hun_er.firstjoin, long, 0000000000000001
hun_er.totalc, long, 0000000000000000
hun_er.totalm, long, 0000000000000000
iloveprintemps.agree, long, 0000000000000000
iloveprintemps.coin, long, 0000000000000001
iloveprintemps.firstjoin, long, 0000000000000001
iloveprintemps.totalc, long, 0000000000000000
iloveprintemps.totalm, long, 0000000000000000
iron__ender.agree, long, 0000000000000000
iron__ender.coin, long, 0000000000000001
iron__ender.firstjoin, long, 0000000000000001
iron__ender.totalc, long, 0000000000000000
iron__ender.totalm, long, 0000000000000000
jing_mu.agree, long, 0000000000000000
jing_mu.coin, long, 0000000000000001
jing_mu.firstjoin, long, 0000000000000001
jing_mu.totalc, long, 0000000000000000
jing_mu.totalm, long, 0000000000000000
ju_feng_.agree, long, 0000000000000000
ju_feng_.coin, long, 0000000000000001
ju_feng_.firstjoin, long, 0000000000000001
ju_feng_.totalc, long, 0000000000000000
ju_feng_.totalm, long, 0000000000000000
kichen.agree, long, 0000000000000000
kichen.coin, long, 0000000000000001
kichen.firstjoin, long, 0000000000000001
kichen.totalc, long, 0000000000000000
kichen.totalm, long, 0000000000000000
kongchengs.agree, long, 0000000000000000
kongchengs.coin, long, 0000000000000001
kongchengs.firstjoin, long, 0000000000000001
kongchengs.totalc, long, 0000000000000000
kongchengs.totalm, long, 0000000000000000
lajibaoxianmo.agree, long, 0000000000000000
lajibaoxianmo.coin, long, 0000000000000001
lajibaoxianmo.firstjoin, long, 0000000000000001
lajibaoxianmo.totalc, long, 0000000000000000
lajibaoxianmo.totalm, long, 0000000000000000
legend.agree, long, 0000000000000000
legend.coin, long, 0000000000000001
legend.firstjoin, long, 0000000000000001
legend.totalc, long, 0000000000000000
legend.totalm, long, 0000000000000000
len_ainbei.agree, long, 0000000000000000
len_ainbei.coin, long, 0000000000000001
len_ainbei.firstjoin, long, 0000000000000001
len_ainbei.totalc, long, 0000000000000000
len_ainbei.totalm, long, 0000000000000000
ling_xiao_love.agree, long, 0000000000000000
ling_xiao_love.coin, long, 0000000000000001
ling_xiao_love.firstjoin, long, 0000000000000001
ling_xiao_love.totalc, long, 0000000000000000
ling_xiao_love.totalm, long, 0000000000000000
littletbear.agree, long, 0000000000000000
littletbear.coin, long, 0000000000000001
littletbear.firstjoin, long, 0000000000000001
littletbear.totalc, long, 0000000000000000
littletbear.totalm, long, 0000000000000000
lnss_if.agree, long, 0000000000000000
lnss_if.coin, long, 0000000000000001
lnss_if.firstjoin, long, 0000000000000001
lnss_if.totalc, long, 0000000000000000
lnss_if.totalm, long, 0000000000000000
louyixuan134679.agree, long, 0000000000000000
louyixuan134679.coin, long, 0000000000000001
louyixuan134679.firstjoin, long, 0000000000000001
louyixuan134679.totalc, long, 0000000000000000
louyixuan134679.totalm, long, 0000000000000000
lsm66.agree, long, 0000000000000000
lsm66.coin, long, 0000000000000001
lsm66.firstjoin, long, 0000000000000001
lsm66.totalc, long, 0000000000000000
lsm66.totalm, long, 0000000000000000
luluangel.agree, long, 0000000000000000
luluangel.coin, long, 0000000000000001
luluangel.firstjoin, long, 0000000000000001
luluangel.totalc, long, 0000000000000000
luluangel.totalm, long, 0000000000000000
magic_index.agree, long, 0000000000000000
magic_index.coin, long, 0000000000000001
magic_index.firstjoin, long, 0000000000000001
magic_index.totalc, long, 0000000000000000
magic_index.totalm, long, 0000000000000000
mark_ronson.agree, long, 0000000000000000
mark_ronson.coin, long, 0000000000000001
mark_ronson.firstjoin, long, 0000000000000001
mark_ronson.totalc, long, 0000000000000000
mark_ronson.totalm, long, 0000000000000000
mc147896325.agree, long, 0000000000000000
mc147896325.coin, long, 0000000000000001
