# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.2-dev32b

2132.agree, long, 0000000000000000
2132.coin, long, 0000000000000001
2132.firstjoin, long, 0000000000000001
2132.totalc, long, 0000000000000000
2132.totalm, long, 0000000000000000
adselp, string, 800D4275675F4E695368694D695961
aus1b.agree, long, 0000000000000000
aus1b.coin, long, 0000000000000001
aus1b.firstjoin, long, 0000000000000001
aus1b.totalc, long, 0000000000000000
aus1b.totalm, long, 0000000000000000
boteshowtime.agree, long, 0000000000000000
boteshowtime.coin, long, 0000000000000001
boteshowtime.firstjoin, long, 0000000000000001
boteshowtime.totalc, long, 0000000000000000
boteshowtime.totalm, long, 0000000000000000
bug_nishimiya.agree, long, 0000000000000000
bug_nishimiya.agreeb, long, 0000000000000000
bug_nishimiya.coin, long, 0000000000000005
bug_nishimiya.firstjoin, long, 0000000000000001
bug_nishimiya.totalc, long, 0000000000000006
bug_nishimiya.totalm, long, 0000000000000000
coin.buyed, long, 000000000000000D
coinsys.aus1b.agree, long, 0000000000000000
coinsys.aus1b.coin, long, 0000000000000001
coinsys.aus1b.firstjoin, long, 0000000000000001
coinsys.aus1b.totalc, long, 0000000000000000
coinsys.aus1b.totalm, long, 0000000000000000
coinsys.boteshowtime.agree, long, 0000000000000000
coinsys.boteshowtime.coin, long, 0000000000000001
coinsys.boteshowtime.firstjoin, long, 0000000000000001
coinsys.boteshowtime.totalc, long, 0000000000000000
coinsys.boteshowtime.totalm, long, 0000000000000000
coinsys.bug_nishimiya.agree, long, 0000000000000000
coinsys.bug_nishimiya.agreeb, long, 0000000000000000
coinsys.bug_nishimiya.coin, long, 000000000000002F
coinsys.bug_nishimiya.firstjoin, long, 0000000000000001
coinsys.bug_nishimiya.totalc, long, 0000000000000014
coinsys.bug_nishimiya.totalm, long, 0000000000000000
coinsys.gerry.agree, long, 0000000000000000
coinsys.gerry.coin, long, 0000000000000001
coinsys.gerry.firstjoin, long, 0000000000000001
coinsys.gerry.totalc, long, 0000000000000000
coinsys.gerry.totalm, long, 0000000000000000
coinsys.meng_dong.agree, long, 0000000000000000
coinsys.meng_dong.coin, long, 0000000000000001
coinsys.meng_dong.firstjoin, long, 0000000000000001
coinsys.meng_dong.totalc, long, 0000000000000000
coinsys.meng_dong.totalm, long, 0000000000000000
coinsys.xiong.agree, long, 0000000000000000
coinsys.xiong.coin, long, 0000000000000001
coinsys.xiong.firstjoin, long, 0000000000000001
coinsys.xiong.totalc, long, 0000000000000000
coinsys.xiong.totalm, long, 0000000000000000
edqy.agree, long, 0000000000000000
edqy.coin, long, 0000000000000001
edqy.firstjoin, long, 0000000000000001
edqy.totalc, long, 0000000000000000
edqy.totalm, long, 0000000000000000
evening_breeze.agree, long, 0000000000000000
evening_breeze.coin, long, 0000000000000001
evening_breeze.firstjoin, long, 0000000000000001
evening_breeze.totalc, long, 0000000000000000
evening_breeze.totalm, long, 0000000000000000
fishing.stat, long, 0000000000000000
gerry.agree, long, 0000000000000000
gerry.coin, long, 0000000000000001
gerry.firstjoin, long, 0000000000000001
gerry.totalc, long, 0000000000000000
gerry.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
mc_airui.coin, long, 0000000000000001
mc_airui.firstjoin, long, 0000000000000001
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_jianyu.agree, long, 0000000000000000
mc_jianyu.coin, long, 0000000000000001
mc_jianyu.firstjoin, long, 0000000000000001
