# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.2-dev32b

123grunt.agree, long, 0000000000000000
123grunt.coin, long, 0000000000000001
123grunt.firstjoin, long, 0000000000000001
123grunt.totalc, long, 0000000000000000
123grunt.totalm, long, 0000000000000000
2132.agree, long, 0000000000000000
2132.coin, long, 0000000000000001
2132.firstjoin, long, 0000000000000001
2132.totalc, long, 0000000000000000
2132.totalm, long, 0000000000000000
222111.agree, long, 0000000000000000
222111.coin, long, 0000000000000001
222111.firstjoin, long, 0000000000000001
222111.totalc, long, 0000000000000000
222111.totalm, long, 0000000000000000
adselp, string, 800D4275675F4E695368694D695961
aus1b.agree, long, 0000000000000000
aus1b.agreeb, long, 0000000000000000
aus1b.coin, long, 0000000000000006
aus1b.firstjoin, long, 0000000000000001
aus1b.totalc, long, 0000000000000000
aus1b.totalm, long, 0000000000000000
baby_chen.agree, long, 0000000000000000
baby_chen.coin, long, 0000000000000001
baby_chen.firstjoin, long, 0000000000000001
baby_chen.totalc, long, 0000000000000000
baby_chen.totalm, long, 0000000000000000
boteshowtime.agree, long, 0000000000000000
boteshowtime.coin, long, 0000000000000001
boteshowtime.firstjoin, long, 0000000000000001
boteshowtime.totalc, long, 0000000000000000
boteshowtime.totalm, long, 0000000000000000
bug_nishimiya.agree, long, 0000000000000000
bug_nishimiya.agreeb, long, 0000000000000000
bug_nishimiya.coin, long, 0000000000000005
bug_nishimiya.firstjoin, long, 0000000000000001
bug_nishimiya.totalc, long, 0000000000000000
bug_nishimiya.totalm, long, 0000000000000000
coin.buyed, long, 000000000000000E
coinsys.aus1b.agree, long, 0000000000000000
coinsys.aus1b.coin, long, 0000000000000001
coinsys.aus1b.firstjoin, long, 0000000000000001
coinsys.aus1b.totalc, long, 0000000000000000
coinsys.aus1b.totalm, long, 0000000000000000
coinsys.boteshowtime.agree, long, 0000000000000000
coinsys.boteshowtime.coin, long, 0000000000000001
coinsys.boteshowtime.firstjoin, long, 0000000000000001
coinsys.boteshowtime.totalc, long, 0000000000000000
coinsys.boteshowtime.totalm, long, 0000000000000000
coinsys.bug_nishimiya.agree, long, 0000000000000000
coinsys.bug_nishimiya.agreeb, long, 0000000000000000
coinsys.bug_nishimiya.coin, long, 000000000000002F
coinsys.bug_nishimiya.firstjoin, long, 0000000000000001
coinsys.bug_nishimiya.totalc, long, 0000000000000014
coinsys.bug_nishimiya.totalm, long, 0000000000000000
coinsys.gerry.agree, long, 0000000000000000
coinsys.gerry.coin, long, 0000000000000001
coinsys.gerry.firstjoin, long, 0000000000000001
coinsys.gerry.totalc, long, 0000000000000000
coinsys.gerry.totalm, long, 0000000000000000
coinsys.meng_dong.agree, long, 0000000000000000
coinsys.meng_dong.coin, long, 0000000000000001
coinsys.meng_dong.firstjoin, long, 0000000000000001
coinsys.meng_dong.totalc, long, 0000000000000000
coinsys.meng_dong.totalm, long, 0000000000000000
coinsys.xiong.agree, long, 0000000000000000
coinsys.xiong.coin, long, 0000000000000001
coinsys.xiong.firstjoin, long, 0000000000000001
coinsys.xiong.totalc, long, 0000000000000000
coinsys.xiong.totalm, long, 0000000000000000
coraline.agree, long, 0000000000000000
coraline.coin, long, 0000000000000001
coraline.firstjoin, long, 0000000000000001
coraline.totalc, long, 0000000000000000
coraline.totalm, long, 0000000000000000
danmao.agree, long, 0000000000000000
danmao.coin, long, 0000000000000001
danmao.firstjoin, long, 0000000000000001
danmao.totalc, long, 0000000000000000
danmao.totalm, long, 0000000000000000
edqy.agree, long, 0000000000000000
edqy.coin, long, 0000000000000001
edqy.firstjoin, long, 0000000000000001
edqy.totalc, long, 0000000000000000
edqy.totalm, long, 0000000000000000
evening_breeze.agree, long, 0000000000000000
evening_breeze.coin, long, 0000000000000001
evening_breeze.firstjoin, long, 0000000000000001
evening_breeze.totalc, long, 0000000000000000
evening_breeze.totalm, long, 0000000000000000
fbfbfb.agree, long, 0000000000000000
fbfbfb.coin, long, 0000000000000001
fbfbfb.firstjoin, long, 0000000000000001
fbfbfb.totalc, long, 0000000000000000
fbfbfb.totalm, long, 0000000000000000
fishing.stat, long, 0000000000000000
gerry.agree, long, 0000000000000001
gerry.coin, long, 0000000000000001
gerry.firstjoin, long, 0000000000000001
gerry.totalc, long, 0000000000000001
gerry.totalm, double, 40B6BD0000000000
grunt.agree, long, 0000000000000000
grunt.coin, long, 0000000000000001
grunt.firstjoin, long, 0000000000000001
grunt.totalc, long, 0000000000000000
grunt.totalm, long, 0000000000000000
kichen.agree, long, 0000000000000000
kichen.coin, long, 0000000000000001
kichen.firstjoin, long, 0000000000000001
kichen.totalc, long, 0000000000000000
kichen.totalm, long, 0000000000000000
lajibaoxianmo.agree, long, 0000000000000000
lajibaoxianmo.coin, long, 0000000000000001
lajibaoxianmo.firstjoin, long, 0000000000000001
lajibaoxianmo.totalc, long, 0000000000000000
lajibaoxianmo.totalm, long, 0000000000000000
ling_xiao_love.agree, long, 0000000000000000
ling_xiao_love.coin, long, 0000000000000001
ling_xiao_love.firstjoin, long, 0000000000000001
ling_xiao_love.totalc, long, 0000000000000000
ling_xiao_love.totalm, long, 0000000000000000
louyixuan134679.agree, long, 0000000000000000
louyixuan134679.coin, long, 0000000000000001
louyixuan134679.firstjoin, long, 0000000000000001
louyixuan134679.totalc, long, 0000000000000000
louyixuan134679.totalm, long, 0000000000000000
lsm66.agree, long, 0000000000000000
lsm66.coin, long, 0000000000000001
lsm66.firstjoin, long, 0000000000000001
lsm66.totalc, long, 0000000000000000
lsm66.totalm, long, 0000000000000000
magic_index.agree, long, 0000000000000000
magic_index.coin, long, 0000000000000001
magic_index.firstjoin, long, 0000000000000001
magic_index.totalc, long, 0000000000000000
magic_index.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
mc_airui.coin, long, 0000000000000001
mc_airui.firstjoin, long, 0000000000000001
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_jianyu.agree, long, 0000000000000000
mc_jianyu.coin, long, 0000000000000001
mc_jianyu.firstjoin, long, 0000000000000001
mc_jianyu.totalc, long, 0000000000000000
mc_jianyu.totalm, long, 0000000000000000
mcxiaoshuaipi.agree, long, 0000000000000000
mcxiaoshuaipi.coin, long, 0000000000000001
mcxiaoshuaipi.firstjoin, long, 0000000000000001
mcxiaoshuaipi.totalc, long, 0000000000000000
mcxiaoshuaipi.totalm, long, 0000000000000000
meng_dong.agree, long, 0000000000000000
meng_dong.agreeb, long, 0000000000000000
meng_dong.agrees, long, 0000000000000000
meng_dong.coin, long, 0000000000000000
meng_dong.firstjoin, long, 0000000000000001
meng_dong.totalc, long, 0000000000000000
meng_dong.totalm, long, 0000000000000000
money, long, 0000000000001CE1
motian_.agree, long, 0000000000000000
motian_.coin, long, 0000000000000001
motian_.firstjoin, long, 0000000000000001
motian_.totalc, long, 0000000000000000
motian_.totalm, long, 0000000000000000
motian_dada.agree, long, 0000000000000000
motian_dada.coin, long, 0000000000000001
motian_dada.firstjoin, long, 0000000000000001
motian_dada.totalc, long, 0000000000000000
motian_dada.totalm, long, 0000000000000000
mr_wu_kong.agree, long, 0000000000000000
mr_wu_kong.coin, long, 0000000000000001
mr_wu_kong.firstjoin, long, 0000000000000001
mr_wu_kong.totalc, long, 0000000000000000
mr_wu_kong.totalm, long, 0000000000000000
mu6pnk63.agree, long, 0000000000000000
mu6pnk63.coin, long, 0000000000000001
mu6pnk63.firstjoin, long, 0000000000000001
mu6pnk63.totalc, long, 0000000000000000
mu6pnk63.totalm, long, 0000000000000000
noble.agree, long, 0000000000000000
noble.coin, long, 0000000000000001
noble.firstjoin, long, 0000000000000001
noble.totalc, long, 0000000000000000
noble.totalm, long, 0000000000000000
orangeboy__.agree, long, 0000000000000000
orangeboy__.coin, long, 0000000000000001
orangeboy__.firstjoin, long, 0000000000000001
orangeboy__.totalc, long, 0000000000000000
orangeboy__.totalm, long, 0000000000000000
p.stat, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFE3
shuai_bi_jin.agree, long, 0000000000000000
shuai_bi_jin.coin, long, 0000000000000001
shuai_bi_jin.firstjoin, long, 0000000000000001
shuai_bi_jin.totalc, long, 0000000000000000
shuai_bi_jin.totalm, long, 0000000000000000
taoqi.agree, long, 0000000000000000
taoqi.coin, long, 0000000000000001
taoqi.firstjoin, long, 0000000000000001
taoqi.totalc, long, 0000000000000000
taoqi.totalm, long, 0000000000000000
vi_v.agree, long, 0000000000000000
vi_v.coin, long, 0000000000000000
vi_v.firstjoin, long, 0000000000000001
vi_v.totalc, long, 0000000000000000
vi_v.totalm, long, 0000000000000000
xiong.agree, long, 0000000000000000
xiong.coin, long, 0000000000000001
xiong.firstjoin, long, 0000000000000001
xiong.totalc, long, 0000000000000000
xiong.totalm, long, 0000000000000000
xuan_xiao_cang.agree, long, 0000000000000000
xuan_xiao_cang.coin, long, 0000000000000001
xuan_xiao_cang.firstjoin, long, 0000000000000001
xuan_xiao_cang.totalc, long, 0000000000000000
xuan_xiao_cang.totalm, long, 0000000000000000
xuelang520.agree, long, 0000000000000000
xuelang520.coin, long, 0000000000000001
xuelang520.firstjoin, long, 0000000000000001
xuelang520.totalc, long, 0000000000000000
xuelang520.totalm, long, 0000000000000000
xyg.agree, long, 0000000000000000
xyg.coin, long, 0000000000000001
xyg.firstjoin, long, 0000000000000001
xyg.totalc, long, 0000000000000000
xyg.totalm, long, 0000000000000000
zhuzai.agree, long, 0000000000000000
zhuzai.coin, long, 0000000000000001
zhuzai.firstjoin, long, 0000000000000001
zhuzai.totalc, long, 0000000000000000
zhuzai.totalm, long, 0000000000000000

motian_dada.totalc, long, 0000000000000000
motian_dada.totalm, long, 0000000000000000
motian_dada.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFE4
fbfbfb.totalc, long, 0000000000000000
fbfbfb.totalm, long, 0000000000000000
fbfbfb.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFE5
mu6pnk63.totalc, long, 0000000000000000
mu6pnk63.totalm, long, 0000000000000000
mu6pnk63.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFE6
xuelang520.totalc, long, 0000000000000000
xuelang520.totalm, long, 0000000000000000
xuelang520.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFE7
222111.totalc, long, 0000000000000000
222111.totalm, long, 0000000000000000
222111.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFE8
playercount, long, FFFFFFFFFFFFFFE7
baby_chen.totalc, long, 0000000000000000
baby_chen.totalm, long, 0000000000000000
baby_chen.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFE8
baby_chen.agree, long, 0000000000000002
baby_chen.totalc, long, 0000000000000001
baby_chen.totalm, double, 40BCE10000000000
baby_chen.totalm, double, 40BB6F5999999999
mc_airui.totalc, long, 0000000000000000
mc_airui.totalm, long, 0000000000000000
mc_airui.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFE9
money, long, 0000000000001CFD
money, long, 0000000000001D70
lsm66.totalc, long, 0000000000000000
lsm66.totalm, long, 0000000000000000
lsm66.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFEA
playercount, long, FFFFFFFFFFFFFFE9
123grunt.totalc, long, 0000000000000000
123grunt.totalm, long, 0000000000000000
123grunt.agree, long, 0000000000000000
playercount, long, FFFFFFFFFFFFFFEA
playercount, long, FFFFFFFFFFFFFFE9
playercount, long, FFFFFFFFFFFFFFE8
baby_chen.totalc, long, 0000000000000000
baby_chen.totalm, long, 0000000000000000
baby_chen.agree, long, 0000000000000000
